code;value
;López Pissano
;López Quintero
;López Rivadeneira
;López Rubio
;López Samaniego
;Lopito
;Lopy
;Lora
;Loran
;Lorbek
;Lorch
;Lord
;Lorea
;Lorefice
;Loreintz
;Loren
;Lorente
;Lorenz
;Lorenzetti
;Lorenzini
;Lorenzo
;Lorenzoni
;Loria
;Loroña
;Lorran
;Lorthiois
;Losada
;Loscos
;Losilla
;Lössl
;Lotiès
;Lotomba
;Lotti
;Louchet
;Louis
;Louiserre
;Louisy-Daniel
;Louka
;Loukili
;Loum
;Loumingou
;Lourenço
;Lourency
;Lourival
;Louro
;Loustallot
;Louvion
;Louza
;Loval-Landré
;Lovato
;Lovera
;Lovett
;Loviso
;Lovitz
;Lovren
;Lovric
;Löwe
;Lowe
;Löwen
;Lowery
;Lowton
;Loza
;Lozada
;Lozano
;Lozina
;Lozoya
;Ltayf
;LuaLua
;Luan
;Luanderson
;Luariz
;Lubaca
;Lubahn
;Lubala
;Lübbers
;Lubin
;Lubrano
;Lubsch
;Lucanera
;Lucão
;Lucarini
;Lucassen
;Lucbert
;Lucchetti
;Luce
;Lucenti
;Lucero
;Lüchinger
;Luci
;Luciani
;Luciano
;Luciatti
;Lucic
;Lucio
;Lucioni
;Luckassen
;Lucoqui
;Lucumí
;Ludäscher
;Ludewig
;Ludmann
;Ludovic
;Ludueña
;Ludwig
;Luengo
;Luetic
;Lugarzo
;Luge
;Lugier
;Lugli
;Lugones
;Luidy
;Luigi
;Luijckx
;Luisinho
;Luisma
;Luismi
;Luissint
;Luizao
;Luizão
;Luizinho
;Luján
;Lukac
;Lukaku
;Lukanchenkov
;Lukanovic
;Lukasik
;Luke
;Lukebakio
;Lukembila
;Lukic
;Lukic-Grancic
;Lukimya
;Lukoki
;Lukowicz
;Lukse
;Lula
;Lulic
;Lulinha
;Lulli
;Lulú
;Lumanza
;Lumé
;Lumeka
;Lumley
;Lumu
;Luna Diale
;Luna
;Lunardi
;Lund Nielsen
;Lund
;Lundqvist
;Lundstram
;Lüneburg
;Lunetta
;Lunev
;Lung
;Lunga
;Lungarzo
;Lunghi
;Lungwitz
;Lunin
;Luongo
;Lupardo
;Luperini
;Luperto
;Lupeta
;Lupoli
;Luppi
;Luque
;Luquet
;Lúquez
;Luquinhas
;Lurati
;Lurie
;Lusala
;Lusamba
;Lusikyan
;Lusinga
;Lusmar
;Luso
;Lustenberger
;Lustig
;Luthe
;Luthy
;Lutsenko
;Lutun
;Lutzky
;Luvambo
;Luvualu
;Lux
;Luyckx
;Luyindama
;Luzardo
;Lyakh
;Lyanco
;Lyasov
;Lybohy
;Lyden
;Lykogiannis
;Lynch
;Lynd
;Lynen
;Lyness
;Lynneeker
;Lyon
;Lyons
;Lyons-Foster
;Lysov
;Lystsov
;Maag
;Maah
;Maamouch
;Maanane
;Maarif
;Maatsen
;Mabella
;Mabiala
;Maboulou
;Mabunda
;Mabussi
;Mac Allister
;Maçães
;Macagno
;Macalou
;Macarof
;Maccarone
;Maccarrone
;Maccoppi
;MacDonald
;Macedo Flores
;Maceiras
;Macek
;Macesic
;Macey
;MacGillivray
;Machach
;Machaín
;Macheda
;Machena
;Machín
;Machís
;Machuca
;Maciá
;Macías
;Mac-Intosch
;Maciucca
;Mackail-Smith
;Mackay
;Mackay-Steven
;MacKenzie
;Mackie
;MacKinnon
;MacLean
;Macleod
;MacMath
;Macnack
;MacPherson
;MacRae
;Maddaloni
;Madden
;Maddison
;Maddox
;Madédé
;Madeira
;Madeiros
;Madeo
;Maderer
;Madianga
;Madihi
;Madinda
;Madine
;Madison
;Madissom
;Madonna
;Madrazo
;Madri
;Madrid
;Madrigal
;Madrigali
;Madruga
;Madsen
;Madson
;Madueña
;Maeda
;Mæhle
;Maek
;Mael
;Mäenpää
;Maertens
;Maertzdorf
;Maes
;Maës
;Maesano
;Maestre
;Maestrelli
;Maestresalas
;Maeyens
;Maffei
;Maffeo
;Maffi
;Maffucci
;Mafoumbi
;Mafouta
;Mafuta
;Maga
;Magadiev
;Magallán
;Magaña
;Maganic
;Maganjic
;Maganto
;Magassouba
;Magdaleno
;Magdic
;Magennis
;Maggio
;Maggiore
;Maggiorini
;Maghoma
;Magina
;Magique
;Magkeev
;Magli
;Maglica
;Magloire
;Magnaghi
;Magnago
;Magnanelli
;Magnani
;Magnay
;Magnée
;Magnetti
;Magni
;Magnín
;Magnin
;Magnino
;Magnon
;Magnússon
;Magomadov
;Magonara
;Magrassi
;Magri
;Magrini
;Maguire
;Maguire-Drew
;Magunazelaia
;Mahamid
;Mähämmädäliyev
;Mahanan
;Mahau
;Mahaya
;Maher
;Mahi
;Mahmud
;Mahoney
;Mahop
;Mahou
;Mahrez
;Mahrous
;Mai
;Maicon
;Maicosuel
;Maidana
;Maiello
;Maier
;Maietta
;Maïga
;Maignan
;Maikel
;Maikinho
;Maillot
;Maílson
;Mailton
;Maimone
;Main
;Maina
;Mainardi
;Mainero
;Maini
;Mainka
;Maino
;Mainz
;Maiorino
;Máiquez
;Maisonneuve
;Maisonnial
;Maistrello
;Maistro
;Maita
;Maitland-Niles
;Maître
;Maja
;Majcenic
;Majdancevic
;Majecki
;Majer
;Majetschak
;Majic
;Majkic
;Majstorovic
;Mak
;Makalou
;Makanaki
;Makarchuk
;Makarenko
;Makaridze
;Makarov
;Makarun
;Makasi
;Makeev
;Makelele
;Makengo
;Makhatadze
;Makhedjouf
;Makhmutov
;Makienok
;Makinde
;Maklakov
;Makonda
;Makonnen
;Makoubé
;Makoumbou
;Makouta
;Maksimovic
;Maktom
;Makuka
;Makurin
;Makushkin
;Makutungu
;Mal
;Malacarne
;Malaccari
;Malacia
;Malaga
;Malagón
;Malagueño
;Malakhovskiy
;Malán
;Malandre
;Malandruccolo
;Malania
;Malano
;Malaquias
;Malashenko
;Malbasic
;Malbernat
;Malberti
;Malci
;Malcic
;Malcolm
;Malcom
;Malcon
;Malcore
;Malcorra
;Malcuit
;Maldonado
;Malec
;Maleev
;Maleh
;Malekinusic
;Malele
;Malen
;Malenica
;Males
;Maletic
;Maletskiy
;Malfleury
;Malgrati
;Malheiro
;Malherbe
;Malikov
;Malinauskas
;Malinovskyi
;Malinow
;Malizia
;Malki
;Malkoc
;Mall
;Mallace
;Mallahi
;Mallamo
;Mallan
;Mallé
;Mallemaci
;Mallet
;Malley
;Malli
;Mallia
;Mallo
;Mallon
;Mallorca
;Maloca
;Maloku
;Malomo
;Malón
;Malone
;Maloney
;Malonga
;Maloyan
;Malsa
;Malsagov
;Maltese
;Malura
;Malyaka
;Malyarov
;Malykh
;Malyshev
;Mamaev
;Mamani
;Mamaní
;Mamba
;Mambabua
;Mamberti
;Mambo Muzalimoja
;Mambu
;Mamic
;Mamilonne
;Mamin
;Mammana
;Mammarella
;Mamoun
;Mampala
;Mamtov
;Mamut
;Maná
;Manafá
;Manaj
;Manas
;Mañas
;Mance
;Manceau
;Mancebo
;Manchado
;Manchafico
;Manchón
;Manchot
;Mancienne
;Mancilla
;Mancinelli
;Mancino
;Manco
;Manconi
;Mancosu
;Mancuello
;Mancuso
;Mandaluniz
;Mandanda
;Mandaric
;Mandarino
;Mandé
;Mandeville
;Mandi
;Mandiangu
;Mandic
;Mandorlini
;Mandouki
;Mandragora
;Mandréa
;Mandroiu
;Mandron
;Mandt
;Mandzukic
;Mané
;Manea
;Manel
;Manenica
;Manenti
;Manera
;Manero
;Manes
;Manetta
;Manfredi
;Manfredini
;Manfrin
;Mangafic
;Mangala
;Mangan
;Mangana
;Mangani
;Mangano
;Mangas
;Mangels
;Mangni
;Mango
;Mangold
;Mangraviti
;Mani
;Manica
;Manicero
;Manicone
;Manière
;Maniero
;Maninho
;Manjón
;Mann
;Mannara
;Manneh
;Mannek
;Männel
;Mannella
;Mannes
;Manning
;Mannini
;Mannion
;Manno
;Mannone
;Mannucci
;Mannus
;Manny
;Mano
;Manojlovic
;Manolas
;Manolillo
;Manolo
;Mañón
;Manotas
;Manquillo
;Manrique
;Mansally
;Mansaray
;Mansi
;Mansilla
;Mansoni Samba
;Mansour
;Mansur
;Mansurov
;Mantía
;Mantini
;Mantom
;Mantovani
;Mantovano
;Manu
;Manú
;Manucho
;Manukovskiy
;Manzala
;Manzambi
;Manzanara
;Manzanares
;Manzanarez
;Manzano
;Manzari
;Manzi
;Manzinali
;Manzo
;Manzon
;Manzorro
;Manzur
;Maolida
;Maouassa
;Maouche
;Maouel
;Mara
;Marabá
;Maracás
;Maracchi
;Marafini
;Marafona
;Maraia
;Marakhovskiy
;Marakis
;Maranda
;Maranhao
;Marano
;Maranzino
;Maras
;Maraschi
;Maraval
;Marazzi
;Marçal
;Marcandella
;Marcano
;Marcantognini
;Marcantoni
;Marcao
;Marcão
;Marcarie
;Marcel
;Marcelão
;Marcelinho
;Marcelino
;Marcellán
;Marcelo
;Marcén
;March
;Marchadier
;Marcheggiani
;Marchegiani
;Marchenko
;Marchesano
;Marchese
;Marchesi
;Marchesín
;Marchetti
;Marchi
;Marchioni
;Marchiori
;Marchizza
;Marcial
;Marciano
;Marciante
;Marcílio
;Marcinho
;Marcio
;Márcio
;Marcioni
;Marcius
;Marcjanik
;Marclay
;Marco
;Marcolini
;Marcolongo
;Marconato
;Marcondes
;Marcone
;Marconi
;Marcos
;Marcq
;Marcucci
;Mardley
;Mare
;Mareco
;Marecos
;Marega
;Marena
;Marenco
;Marengo
;Marenyà
;Mares
;Maresic
;Maretic
;Marett
;Marfaing
;Margaritha
;Margasov
;Margiotta
;Margreitter
;Marí
;Maria
;Mariani
;Mariano
;Mariappa
;Mariatti
;Maric
;Maric-Aric
;Marié
;Marie
;Mariën
;Marie-Sainte
;Mariescurrena
;Marigard
;Marignale
;Marillat
;Marilungo
;Marimón
;Marín
;Marin
;Marina
;Marinari
;Marincic
;Marinelli
;Maringá
;Marinheiro
;Marinho
;Marini
;Marinkovic
;Marino
;Mariño
;Marinos
;Marinovic
;Marinucci
;Marinus
;Mario
;Marion
;Maripán
;Maris
;Marisi
;Marital
;Maritato
;Marjanovic
;Markaj
;Markelo
;Markelov
;Markic
;Markiet
;Markin
;Markosov
;Markov
;Markovic
;Marku
;Markunas
;Markut
;Marlinho
;Marllon
;Marlon
;Marlone
;Marlos
;Marlyson
;Marmot
;Marna
;Marney
;Marocas
;Maroh
;Marong
;Marongiu
;Maroni
;Maronnier
;Marosi
;Marotta
;Marouca
;Maroufi
;Marovic
;Marozzi
;Marples
;Marque
;Marques Semeao
;Marquès
;Marquet
;Marqueta
;Marquevich
;Márquez
;Marquez
;Marquinho
;Marquinhos
;Marquis
;Marquitos
;Marras
;Marreh
;Marrero
;Marricchi
;Marriott
;Marron
;Marrone
;Marronkle
;Marroquín
;Marrufo
;Marrugo
;Marseiler
;Marsh
;Marshall
;Marsh-Brown
;Marsman
;Marson
;Marsura
;Martelat
;Martella
;Martelli
;Martens
;Martha
;Martí
;Martial
;Martic
;Martignago
;Martignoni
;Martín Arias
;Martin
;Martina
;Martinaga
;Martinangeli
;Martinazzo
;Martineau
;Martinefsky
;Martinelli
;Martinena
;Martinet
;Martínez de Corta
;Martínez Loreiro
;Martínez Melo
;Martínez Montagnoli
;Martínez Quarta
;Martínez Schmidt
;Martínez Trejo
;Martínez Vargas
;Martinez
;Martini
;Martinich
;Martiniello
;Martinkovic
;Martino
;Martinovic
;Martins Indi
;Martins Pereira
;Martin-Suárez
;Martinuccio
;Martis
;Martoglia
;Marton
;Martony
;Martorano
;Martorelli
;Martos
;Martusevich
;Marty
;Martynov
;Martynovich
;Martz
;Marucho
;Maruna
;Marunica
;Maruschak
;Marusenko
;Marusic
;Marveaux
;Marx
;Mary
;März
;Marzeglia
;Marzino
;Marzo
;Marzorati
;Marzoratti
;Marzuca
;Marzullo
;Marzupio
;Mas
;Masaev
;Mascarell
;Mascherano
;Masciangelo
;Mascorro
;Masetti
;Mashnev
;Mashukov
;Masi
;Masiello
;Masika
;Mäsimov
;Masina
;Masip
;Maslov
;Maslovski
;Maslowski
;Maso
;Masó
;Masoero
;Mason
;Mason-Clark
;Masovic
;Masqué
;Massaccesi
;Massamba
;Massampu
;Massanka
;Massari
;Massaro
;Massena
;Massengo
;Massey
;Massi
;Massimi
;Massolo
;Masson
;Massoni
;Massop
;Massoth
;Massouema
;Mast
;Mastaj
;Mastalli
;Mastelic
;Masternoy
;Masterson
;Mastino
;Mastinu
;Mastour
;Mastroianni
;Mastrolía
;Mastropietro
;Masuaku
;Masucci
;Masuero
;Masullo
;Matador
;Matamala
;Matarese
;Matarrita
;Matas
;Matavz
;Matei
;Mateju
;Mateo
;Mater
;Matera
;Materazzi
;Matern
;Matesan
;Mateso
;Mateta
;Mateu
;Mathaus
;Mathenia
;Mathers
;Matheu
;Matheusinho
;Matheuzinho
;Mathias
;Mathier
;Mathieu
;Mathis
;Mathlouthi
;Mathys
;Matías
;Matias
;Matic
;Matijas
;Matijasevic
;Matilla
;Matimbou
;Matino
;Matip
;Matkovic
;Matlis
;Mato
;Matondo
;Matosevic
;Matoshi
;Matovic
;Matovina
;Matri
;Matricardi
;Matskharashvili
;Matsoso
;Matsukatov
;Matt
;Mattalia
;Mattea
;Matteucci
;Matteus
;Matthaiou
;Mattheij
;Matthews
;Matthys
;Mattia
;Mattiello
;Mattioli
;Mattock
;Mattocks
;Matuidi
;Matulevicius
;Matusiwa
;Matuszczyk
;Matuwila
;Matveychuk
;Matvienko
;Matviychuk
;Matyash
;Maubleu
;Mauer
;Maulun
;Maund
;Maupay
;Maurer
;Maureta
;Mauri
;Maurício
;Maurides
;Maurin
;Maurinho
;Maury
;Maus
;Mause
;Maussière
;Mavididi
;Mavinga
;Mavinzi
;Mavraj
;Mavric
;Mavropanos
;Mavuba
;Mawi
;Mawson
;Max
;Maxim
;Maximenko
;Maximiano
;Maximov
;Maxted
;Maxumov
;Maxwell
;May
;Maya
;Mayada
;Mayambela
;Mayard
;Mayaro
;Maycock
;Maycon
;Mayela
;Mayele
;Mayembo
;Mayenfisch
;Mayenga
;Mayer
;Mayerl
;Mayhos
;Mayi
;Mayila
;Mayk
;Mayke
;Mayko
;Maylson
;Maynard
;Maynard-Brewer
;Mayola
;Máyor
;Mayor
;Mayoral
;Mayorga
;Mayron
;Mayulu
;Mazacotte
;Mazal
;Mazalovic
;Mazan
;Mazbouh
;Maziero
;Mazinho
;Maziz
;Mazolla
;Mazraoui
;Mazur
;Mazurek
;Mazurov
;Mazza
;Mazzaco
;Mazzantti
;Mazzarani
;Mazzeo
;Mazzetti
;Mazzini
;Mazzitelli
;Mazzocchi
;Mazzocco
;Mazzola
;Mazzolatti
;Mazzoleni
;Mazzotta
;Mbabu
;Mbae
;M'Baiam
;M'Bakata
;Mbakogu
;Mbala
;Mbalanda
;Mbamba
;Mbappé
;Mbarki
;Mbaye
;Mbemba
;Mbende
;M'Bengue
;Mbenza
;Mbesuma
;Mbeumo
;Mbia
;M'Bida
;Mbilla
;Mbock
;Mbodji
;Mbokani
;Mboko
;M'Bolhi
;Mbom
;Mbombaj
;Mbombo
;M'Bone
;Mboula
;Mboumbouni
;M'Bow
;Mboyo
;Mbuba
;Mbulu
;Mbuti
;Mbuyi
;Mc Coubrey
;McAleny
;McAlinden
;McAlister
;McAllister
;McAnuff
;McArdle
;McArthur
;McAtee
;McBurnie
;McCabe
;McCallum
;McCalmont
;McCann
;McCarey
;McCart
;McCartan
;McCarthy
;McCarty
;McClean
;McCleary
;McConville
;McCormack
;McCormick
;McCoulsky
;McCourt
;McCowan
;McCoy
;McCracken
;McCrary
;McCrorie
;McCrory
;McCulloch
;McCullough
;McCurdy
;McDaid
;McDermott
;McDonagh
;McDonald
;McDonnell
;McEachran
;McEleney
;McEneff
;McEveley
;McFadzean
;McFall
;McGahey
;McGarry
;McGavin
;McGeady
;McGee
;McGeehan
;McGeouch
;McGhee
;McGill
;McGilp
;McGinley
;McGinn
;McGinty
;McGlade
;McGlashan
;McGlynn
;McGoldrick
;McGovern
;McGowan
;McGrandles
;McGrath
;McGregor
;McGuane
;McGuire
;M'Changama
;McHugh
;McInerney
;McIntosh
;McIntyre
;McJannet
;McKay
;McKendry
;McKenna
;McKennie
;McKenzie
;McKenzie-Lyle
;McKeown
;McKinze Gaines
;McKirdy
;McLain
;McLaughlin
;McLaws
;McLean
;McLennan
;McLeod
;McLoughlin
;McMahon
;McManaman
;McMann
;McManus
;McMillan
;McMullan
;McMurray
;McNair
;McNall
;McNamara
;McNamee
;McNeil
;McNerney
;McNulty
;McQueen
;McShane
;McTominay
;McWilliams
;M'Dahoma
;Mdjassiri
;Meade
;Meara
;Mears
;Mebarki
;Mebrak
;Meccariello
;Mechele
;Mecja
;Medaglia
;Medak
;Medarious
;Meddour
;Medel
;Medellín
;Mederos
;Medford-Smith
;Medic
;Medina
;Medja
;Medjani
;Medjimorec
;Medjumurac
;Medley
;Medoukali
;Medrán
;Medranda
;Medrano
;Medunjanin
;Medved
;Medvedev
;Medven
;Mee
;Meekings
;Mees
;Meeus
;Meffert
;Megelaitis
;Meggiorini
;Megia
;Megías
;Méguirèche
;Meha
;Mehadji
;Mehanovic
;Mehidic
;Mehlem
;Mehmedi
;Mehmet
;Mehmeti
;Mehremic
;Mehring
;Meier
;Meiga
;Meijer
;Meijers
;Meira
;Meisl
;Meißner
;Meïté
;Meité
;Mejdi
;Mejía
;Mejías
;Mekki
;Mela
;Melagini
;Melano
;Melara
;Melazzi
;Melbourne
;Melchiorre
;Melchiorri
;Melchor
;Mele
;Melegoni
;Meléndez
;Melendo
;Melens
;Melero
;Melgarejo
;Melgrati
;Meli
;Melia
;Melikhov
;Melillán
;Melillo
;Melis
;Mélisse
;Melivilo
;Melkadze
;Mella
;Mellado
;Melli
;Mellis
;Mellor
;Mellot
;Melluso
;Melnjak
;Melvin
;Memeti
;Memis
;Memnun
;Memo
;Memushaj
;Mena
;Menalo
;Ménard
;Menassel
;Menay
;Mende
;Mendelovich
;Mendes Sa
;Méndez
;Mendez-Laing
;Mendi
;Mendicino
;Mendieta
;Mendiola
;Mendive
;Mendivil
;Mendler
;Mendonca
;Mendonça
;Mendoza
;Mendy
;Mendyl
;Meneghini
;Menéndez
;Meneses
;Meneses-Araujo
;Ménez
;Menga
;Mengerink
;Mengert
;Menghi
;Mengoni
;Menguez
;Menig
;Menn
;Mennini
;Ménoret
;Menossi
;Mensah
;Menseguez
;Mentxaka
;Menudo
;Menz
;Menzel
;Meola
;Mepham
;Mera
;Merah
;Meral
;Meram
;Meras
;Meraz
;Mercadante
;Mercado
;Mercatelli
;Mercier
;Merdji
;Meré
;Meredith
;Merelli
;Merencia
;Merentiel
;Meret
;Mergel
;Mergen
;Merghem
;Méri
;Meriç
;Mérida
;Merino
;Merio
;Merkel
;Merkulov
;Merli Sala
;Merlini
;Merlo
;Mermer
;Mermillod
;Merola
;Merolla
;Meroni
;Merquelanz
;Merrie
;Mersel
;Mersin
;Mert
;Mertens
;Mesa
;Mesanovic
;Mesaric
;Mesbah
;Meschaninov
;Mesec
;Meseguer
;Mesenhöler
;Mesfin
;Mesias
;Mesonero
;Mesquita
;Messi
;Messias
;Messiba
;Messidoro
;Messin
;Messina
;Messingschlager
;Messinho
;Messiniti
;Messoudi
;Mestdagh
;Mestrallet
;Metaj
;Métanire
;Metcalf
;Mete
;Meter
;Métro
;Metz
;Metzger
;Meulens
;Meulensteen
;Meunier
;Meva
;Mevlja
;Mexer
;Mexique
;Meyer
;Meyerhöfer
;Meylan
;Meza Sánchez
;Meza
;Mezague
;Mézange
;Mezavilla
;Mezga
;Mezghrani
;Mezine
;Mezquida
;Mezzoni
;M'Fa
;Mfeka
;Mfulu
;Mfuyi
;Mgomri
;Miangue
;Miani
;Miantoudila
;Miatke
;Miazek
;Miazga
;Mic
;Mica
;Micael
;Micai
;Micceli
;Miceli
;Michael
;Michaelis
;Michalak
;Michaud
;Míchel
;Michelena
;Michelet
;Micheli
;Michelin
;Michelli
;Michelot
;Michurenkov
;Micic
;Micin
;Mickel
;Mickels
;Micolta
;Micovschi
;Middleton
;Mido
;Midolini
;Midtsjø
;Mielitz
;Mier
;Mieres
;Mierez
;Miezi
;Migineishvili
;Migliore
;Migliorelli
;Migliorini
;Mignaco
;Mignanelli
;Mignolet
;Mignon
;Migone
;Migue
;Migueles
;Miguélez
;Miguelito
;Miguelón
;Míguez
;Mihailovic
;Mihajlovic
;Mihalik
;Mihaljevic
;Mihaylov
;Mihelcic
;Mihic
;Mihm
;Mijailovic
;Mijatovic
;Mijokovic
;Mika
;Mikael
;Mikanovic
;Mike
;Mikel
;Mikey
;Mikheev
;Miki
;Mikic
;Miklic
;Mikulic
;Miladinovic
;Milan
;Milán
;Milandou
;Milani
;Milano
;Milde
;Mildzikhov
;Milenkovic
;Milesi
;Miletic
;Milhazes
;Milián
;Milic
;Milicaj
;Milicevic
;Milicic
;Milik
;Milillo
;Milina
;Milinceanu
;Milinkovic
;Milinkovic-Savic
;Militari
;Milivojevic
;Miljak
;Milke
;Milla
;Millañanco
;Millar
;Millares
;Millen
;Millico
;Millieras
;Milligan
;Millot
;Mills
;Milner
;Milo
;Miloc
;Milone
;Milos
;Milosavljevic
;Milosevic
;Milovanov
;Milovic
;Milsom
;Milts
;Mimbala
;Mimica
;Mimoun
;Mimouni
;Mina
;Minacori
;Minadevino
;Minaglia
;Minala
;Minamino
;Miñano
;Minardi
;Minari
;Minarini
;Minder
;Minelli
;Minesso
;Minetti
;Mingazov
;Mingoia
;Mingorance
;Mingoua
;Mings
;Mingueza
;Minguillón
;Minho
;Minhoca
;Minici
;Minincleri
;Minkwitz
;Miño
;Minors
;Minter
;Mintzel
;Minutillo
;Mioc
;Miotke
;Miquel
;Miquilan
;Mir
;Miracco
;Miracoli
;Mirallas
;Mirambel
;Miramón
;Miramontes
;Miranchuk
;Mirani
;Mirante
;Mirbach
;Mirfin
;Mirkovic
;Miró
;Mironov
;Miroux
;Mirrai
;Mirzov
;Misael
;Mischenko
;Misffut
;Mishukov
;Misiatu
;Misic
;Misidjan
;Misin
;Miskic
;Mislimi
;Mislov
;Missi Mezu
;Missilou
;Missiroli
;Misura
;Misuraca
;Mitamona-Dufour
;Mitasov
;Mitchell
;Mitchell-Lawson
;Mitogo
;Mitov
;Mitre
;Mitrishev
;Mitrita
;Mitroglou
;Mitrovic
;Mitrovski
;Mitryushkin
;Mittelman
;Mittelstädt
;Mitterhuber
;Mittica
;Miullen
;Miya
;Miyaichi
;Mizael
;Mizell
;Mkhitaryan
;Mkosana
;M'Laab
;Mlakar
;Mlakic
;Mlinar
;Mlynikowski
;Mmaee
;Moacir
;Moar
;Moberg
;Möbius
;Mobulu
;Mocinic
;Mocio
;Möckel
;Mockenhaupt
;Mococa
;Mode
;Modeste
;Modia
;Modica
;Modolo
;Modón
;Modric
;Módula
;Moedas
;Moewes
;Moffat
;Mogès
;Mogilevets
;Mogni
;Mogos
;Moha
;Mohamed
;Mohamed-Djouhary
;Mohammadi
;Mohammed
;Mohr
;Möhwald
;Moi
;Moimbé
;Moino
;Moiraghi
;Moisander
;Moisés
;Moisy
;Moitas
;Moizini
;Mojica
;Moké
;Moke
;Mokhtar
;Mokono
;Mokotjo
;Mokulu
;Molano
;Mölders
;Moleiro
;Molenberghs
;Moleri
;Molfeso
;Molina Fariña
;Molina Khalfa
;Molina Lucero
;Molina
;Molinari
;Molinaro
;Molinas
;Molinelli
;Molinero
;Molini
;Molino
;Moll
;Møller Dæhli
;Möllering
;Mollet
;Mollo
;Molloy
;Molnar
;Molodtsov
;Mologni
;Moloto
;Mols
;Moltenis
;Molumby
;Molyneux
;Mombongo
;Mombris
;Momentè
;Monachelli
;Monachello
;Monaco
;Monasterio
;Monchu
;Moncini
;Monconduit
;Moncur
;Mondaini
;Mondal
;Mondelo
;Mondino
;Mondonico
;Mondragon
;Monesterolo
;Monetti
;Monfray
;Monge
;Mongil
;Monighetti
;Monín
;Moniz
;Monjac
;Monje
;Monllor
;Monnet-Paquet
;Monnier
;Monreal
;Monroy
;Monsalve
;Monsecour
;Monserrat
;Montagna
;Montalto
;Montanar
;Montanari
;Montañés
;Montaño
;Montaperto
;Monte
;Monteagudo
;Montella
;Montenegro
;Monterde
;Montero
;Montes
;Montesano
;Monteseirín
;Monteverde
;Monteyne
;Montgomery
;Monti
;Montiel
;Montiglio
;Montillo
;Montinaro
;Montini
;Montipò
;Montiveros
;Montolio
;Montoro
;Montoya
;Montsma
;Monzó
;Monzón
;Monzonis
;Mooney
;Moor
;Moore
;Moore-Taylor
;Moos
;Mooy
;Mor
;Mora
;Morachioli
;Morack
;Morad
;Moradei
;Moragrega
;Morales Oller
;Morales
;Morán Correa
;Morán
;Morandi
;Morante
;Morata
;Morato
;Moravcic
;Moravek
;Morcillo
;Mordini
;Moré
;More
;Moreau
;Moreilândia
;Morel
;Morello
;Morelo
;Morelos
;Moren
;Moreo
;Morer
;Morero
;Moresche
;Morete
;Moretti
;Morey
;Moreyra
;Morgado
;Morgan
;Morganella
;Morgantini
;Morgil
;Morias
;Morilla
;Morillas
;Morillo
;Morín
;Morina
;Morioka
;Moris
;Morkaya
;Morlanes
;Morley
;Mornar
;Moro
;Morosini
;Morosow
;Morotti
;Morozov
;Morozyuk
;Morra
;Morrell
;Morren
;Morris
;Morrison
;Morrissey
;Morrone
;Morrow
;Morsay
;Mörschel
;Morselli
;Morsy
;Mortes
;Morton
;Mortotsi
;Morúa
;Morys
;Mosca
;Moscardelli
;Moscardó
;Moscaritolo
;Moscati
;Mosch
;Moschin
;Möschl
;Moscianese
;Moses
;Mosevich
;Moshobane
;Mosqueira
;Mosquera
;Mosquito
;Mossa
;Mossi
;Mostefa
;Mosti
;Mostovoy
;Mothiba
;Motroni
;Mottes
;Mottley-Henry
;Mouaddib
;Mouangué
;Moubandje
;Mouchamps
;Mouche
;Moudio
;Moufi
;Mouhine
;Mouhli
;Mouithys
;Moukam
;Moukandjo
;Moukoudi
;Moulet
;Moulin
;Mouloungui
;Moult
;Mounié
;Mounier
;Mount
;Mourabit
;Mourgos
;Mouriño
;Mous
;Mousinho
;Moussaki
;Moussaoui
;Mousset
;Moussilou
;Moussiti-Oko
;Moustache
;Moustafa
;Moutachy
;Moutha Sebtaoui
;Moutinho
;Moutoussamy
;Movsisyan
;Mowatt
;Moxey
;Moya
;Moyà
;Moyano
;Moyita
;Moyo
;Mpanzu
;M'pasi
;M'Passi
;Mpati
;Mpofu
;Mputu
;M'Rabet
;Mrabti
;M'Ramboini
;Mraz
;Mrdjen
;Mrkonjic
;Mrkovic
;Mrmic
;Mroivili
;M'Roudjae
;Mrowca
;Mrsic
;Mrzljak
;Msoili
;M'Tir
;Mucciante
;Muchetti
;Muckette
;Mudrazija
;Mudrinski
;Mueller
;Mugabi
;Mugabure
;Muginov
;Mugnaini
;Mugni
;Muguruza
;Muhammad
;Muhammed
;Muhar
;Muharemi
;Muheim
;Mühl
;Mühlebach
;Mühling
;Mühren
;Muic
;Muirhead
;Mujan
;Mujangi Bia
;Mujcic
;Mujdzic
;Mujica
;Mújica
;Mujovik
;Mukhametshin
;Mukhametzyanov
;Mukhtar
;Mukhutdinov
;Mukiele
;Mukinisa
;Mula
;Mulac
;Mulaj
;Mulas
;Mulder
;Muldoon
;Müldür
;Mulè
;Mulemo
;Mulgrew
;Mulhern
;Mulholland
;Mulieri
;Mullen
;Mullet
;Mulligan
;Mullin
;Mullins
;Mulraney
;Multhaup
;Mulumba
;Mulumbu
;Mumbongo
;Muminov
;Muminovic
;Munafo
;Mundle-Smith
;Mundy
;Muneta
;Munetsi
;Mungo
;Muniain
;Munier
;Muniesa
;Munir
;Muniru
;Munivrana
;Muñiz
;Muñíz
;Munns
;Muñoz Herrera
;Munsy
;Muntadas
;Muntari
;Munter
;Muntwiler
;Muraglia
;Murano
;Murati
;Muratore
